source	text	external_value	reason	code	status
Rime essay	還是	419427.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	沒有	347575.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	他們	305176.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	什麼	295927.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	現在	283910.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	這種	278588.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	然後	272554.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	這些	268736.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	對於	258188.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	之後	253997.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	其實	245931.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	那麼	236939.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	還有	235076.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	爲什麼	227552.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	的話	222801.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	選擇	216102.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	最後	212671.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	已經	209044.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	通過	205273.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	回覆日期	199709.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	開始	195561.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	雖然	195165.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	遊戲	190700.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	進行	187596.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	學習	177616.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	當然	176920.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	作爲	175219.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	一樣	175106.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	中國	174824.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	產品	174020.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	怎麼	173763.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	問題	171932.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	不過	169774.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	這是	168655.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	專業	165885.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	比較	165124.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	來說	157832.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	內容	152208.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	這樣	146876.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	時候	144150.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	老師	142562.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	各種	142524.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	同時	139189.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	時間	130635.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
Rime essay	設計	130054.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	了	883634.0	licensed-source-high-frequency-existing-SBZR-codes	l;lcai;le	review_only_existing_codes
CppJieba	是	796991.0	licensed-source-high-frequency-existing-SBZR-codes	s;sh;si;siia	review_only_existing_codes
CppJieba	在	727915.0	licensed-source-high-frequency-existing-SBZR-codes	z;zl;zleu	review_only_existing_codes
CppJieba	和	555815.0	licensed-source-high-frequency-existing-SBZR-codes	h;houe	review_only_existing_codes
CppJieba	有	423765.0	licensed-source-high-frequency-existing-SBZR-codes	yb;ybe;ybeu	review_only_existing_codes
CppJieba	他	401339.0	licensed-source-high-frequency-existing-SBZR-codes	t;ta;taui	review_only_existing_codes
CppJieba	不	360331.0	licensed-source-high-frequency-existing-SBZR-codes	b;bu;bueu	review_only_existing_codes
CppJieba	我	328841.0	licensed-source-high-frequency-existing-SBZR-codes	w;wo;woue	review_only_existing_codes
CppJieba	的	318825.0	licensed-source-high-frequency-existing-SBZR-codes	d;de;diui	review_only_existing_codes
CppJieba	人	313209.0	licensed-source-high-frequency-existing-SBZR-codes	r;rf;rfuo	review_only_existing_codes
CppJieba	也	307851.0	licensed-source-high-frequency-existing-SBZR-codes	ye;yeai	review_only_existing_codes
CppJieba	为	295952.0	licensed-source-high-frequency-existing-SBZR-codes	wz;wzou	review_only_existing_codes
CppJieba	就	273122.0	licensed-source-high-frequency-existing-SBZR-codes	j;jq;jqoe	review_only_existing_codes
CppJieba	这	261791.0	licensed-source-high-frequency-existing-SBZR-codes	zeoe;zz;zzoe	review_only_existing_codes
CppJieba	上	258101.0	licensed-source-high-frequency-existing-SBZR-codes	sh;shie;uh	review_only_existing_codes
CppJieba	年	248559.0	licensed-source-high-frequency-existing-SBZR-codes	nm;nmue	review_only_existing_codes
CppJieba	中	243191.0	licensed-source-high-frequency-existing-SBZR-codes	vn;zs;zsia	review_only_existing_codes
CppJieba	你	234587.0	licensed-source-high-frequency-existing-SBZR-codes	n;ni;niui	review_only_existing_codes
CppJieba	说	219817.0	licensed-source-high-frequency-existing-SBZR-codes	so;sooa	review_only_existing_codes
CppJieba	一	217830.0	licensed-source-high-frequency-existing-SBZR-codes	y;yi;yiee	review_only_existing_codes
CppJieba	到	205341.0	licensed-source-high-frequency-existing-SBZR-codes	dk;dkea	review_only_existing_codes
CppJieba	都	202780.0	licensed-source-high-frequency-existing-SBZR-codes	db;dbei;dbeie;du;duei	review_only_existing_codes
CppJieba	等	195934.0	licensed-source-high-frequency-existing-SBZR-codes	dg;dgue	review_only_existing_codes
CppJieba	着	188584.0	licensed-source-high-frequency-existing-SBZR-codes	zoou	review_only_existing_codes
CppJieba	对	184674.0	licensed-source-high-frequency-existing-SBZR-codes	dv;dvao	review_only_existing_codes
CppJieba	来	161501.0	licensed-source-high-frequency-existing-SBZR-codes	ll;lleo	review_only_existing_codes
CppJieba	与	160984.0	licensed-source-high-frequency-existing-SBZR-codes	yu;yuea	review_only_existing_codes
CppJieba	地	160541.0	licensed-source-high-frequency-existing-SBZR-codes	dee;diei	review_only_existing_codes
CppJieba	还	157058.0	licensed-source-high-frequency-existing-SBZR-codes	hl;hr;hreu	review_only_existing_codes
CppJieba	要	156581.0	licensed-source-high-frequency-existing-SBZR-codes	yj;yk;ykei	review_only_existing_codes
CppJieba	又	150749.0	licensed-source-high-frequency-existing-SBZR-codes	yb;ybao	review_only_existing_codes
CppJieba	大	144099.0	licensed-source-high-frequency-existing-SBZR-codes	da;dleu	review_only_existing_codes
CppJieba	而	143233.0	licensed-source-high-frequency-existing-SBZR-codes	eeu;v;vr	review_only_existing_codes
CppJieba	一个	142747.0	licensed-source-high-frequency-existing-SBZR-codes	yige	review_only_existing_codes
CppJieba	之	140957.0	licensed-source-high-frequency-existing-SBZR-codes	zi;zioa	review_only_existing_codes
CppJieba	道	140545.0	licensed-source-high-frequency-existing-SBZR-codes	dk;dkou	review_only_existing_codes
CppJieba	以	136106.0	licensed-source-high-frequency-existing-SBZR-codes	yiao	review_only_existing_codes
CppJieba	得	134479.0	licensed-source-high-frequency-existing-SBZR-codes	deu;deuu;dz;dzuu	review_only_existing_codes
CppJieba	她	134035.0	licensed-source-high-frequency-existing-SBZR-codes	taau	review_only_existing_codes
CppJieba	中国	129470.0	licensed-source-high-frequency-existing-SBZR-codes	zsgi;zsgo	review_only_existing_codes
CppJieba	个	125538.0	licensed-source-high-frequency-existing-SBZR-codes	g;ge;geuo	review_only_existing_codes
CppJieba	后	124793.0	licensed-source-high-frequency-existing-SBZR-codes	hb;hbuu	review_only_existing_codes
CppJieba	去	123402.0	licensed-source-high-frequency-existing-SBZR-codes	q;quei	review_only_existing_codes
CppJieba	将	122305.0	licensed-source-high-frequency-existing-SBZR-codes	jdoe	review_only_existing_codes
CppJieba	那	111550.0	licensed-source-high-frequency-existing-SBZR-codes	na;naae	review_only_existing_codes
CppJieba	但	110709.0	licensed-source-high-frequency-existing-SBZR-codes	dj;djui	review_only_existing_codes
CppJieba	从	110435.0	licensed-source-high-frequency-existing-SBZR-codes	cs;csuo	review_only_existing_codes
CppJieba	月	110207.0	licensed-source-high-frequency-existing-SBZR-codes	yt;ytua	review_only_existing_codes
CppJieba	下	108294.0	licensed-source-high-frequency-existing-SBZR-codes	ia;x;xw;xwei	review_only_existing_codes
CppJieba	把	108066.0	licensed-source-high-frequency-existing-SBZR-codes	ba;baei	review_only_existing_codes
CppJieba	被	106845.0	licensed-source-high-frequency-existing-SBZR-codes	bz;bzoa	review_only_existing_codes
CppJieba	于	106176.0	licensed-source-high-frequency-existing-SBZR-codes	yu;yuee	review_only_existing_codes
CppJieba	时	103735.0	licensed-source-high-frequency-existing-SBZR-codes	siia	review_only_existing_codes
CppJieba	只	101442.0	licensed-source-high-frequency-existing-SBZR-codes	ziia	review_only_existing_codes
CppJieba	多	98900.0	licensed-source-high-frequency-existing-SBZR-codes	doua	review_only_existing_codes
CppJieba	我们	98740.0	licensed-source-high-frequency-existing-SBZR-codes	womf	review_only_existing_codes
CppJieba	过	97817.0	licensed-source-high-frequency-existing-SBZR-codes	goei	review_only_existing_codes
CppJieba	可	95892.0	licensed-source-high-frequency-existing-SBZR-codes	bblj;k;keei	review_only_existing_codes
CppJieba	他们	93969.0	licensed-source-high-frequency-existing-SBZR-codes	tamf	review_only_existing_codes
CppJieba	并	93868.0	licensed-source-high-frequency-existing-SBZR-codes	by;byou	review_only_existing_codes
CppJieba	能	93096.0	licensed-source-high-frequency-existing-SBZR-codes	ng;ngao	review_only_existing_codes
CppJieba	好	92543.0	licensed-source-high-frequency-existing-SBZR-codes	hk;hkau	review_only_existing_codes
CppJieba	会	92091.0	licensed-source-high-frequency-existing-SBZR-codes	hv;vh	review_only_existing_codes
CppJieba	自己	90933.0	licensed-source-high-frequency-existing-SBZR-codes	ziji	review_only_existing_codes
CppJieba	没有	87597.0	licensed-source-high-frequency-existing-SBZR-codes	moyb;myb;mzyb	review_only_existing_codes
CppJieba	出	85847.0	licensed-source-high-frequency-existing-SBZR-codes	c;cuai	review_only_existing_codes
CppJieba	国家	79520.0	licensed-source-high-frequency-existing-SBZR-codes	gijw;gojw	review_only_existing_codes
CppJieba	或	78942.0	licensed-source-high-frequency-existing-SBZR-codes	hoei	review_only_existing_codes
CppJieba	日	78695.0	licensed-source-high-frequency-existing-SBZR-codes	ri;riia	review_only_existing_codes
CppJieba	由	78203.0	licensed-source-high-frequency-existing-SBZR-codes	ybia	review_only_existing_codes
CppJieba	里	77054.0	licensed-source-high-frequency-existing-SBZR-codes	li;liia	review_only_existing_codes
CppJieba	用	76586.0	licensed-source-high-frequency-existing-SBZR-codes	ys;ysua	review_only_existing_codes
CppJieba	所	76462.0	licensed-source-high-frequency-existing-SBZR-codes	souu	review_only_existing_codes
CppJieba	向	75979.0	licensed-source-high-frequency-existing-SBZR-codes	xdui	review_only_existing_codes
CppJieba	已	72638.0	licensed-source-high-frequency-existing-SBZR-codes	yiae	review_only_existing_codes
CppJieba	其	71322.0	licensed-source-high-frequency-existing-SBZR-codes	qi;qiei	review_only_existing_codes
CppJieba	可以	70958.0	licensed-source-high-frequency-existing-SBZR-codes	keyi;ky	review_only_existing_codes
CppJieba	给	69480.0	licensed-source-high-frequency-existing-SBZR-codes	gz;gzaa;jiaa	review_only_existing_codes
CppJieba	很	69103.0	licensed-source-high-frequency-existing-SBZR-codes	hf;hfuu	review_only_existing_codes
CppJieba	发展	68664.0	licensed-source-high-frequency-existing-SBZR-codes	fazj	review_only_existing_codes
CppJieba	看	66641.0	licensed-source-high-frequency-existing-SBZR-codes	kh;kj;kjue	review_only_existing_codes
CppJieba	工作	66367.0	licensed-source-high-frequency-existing-SBZR-codes	gszo	review_only_existing_codes
CppJieba	使	64655.0	licensed-source-high-frequency-existing-SBZR-codes	siui	review_only_existing_codes
CppJieba	前	62779.0	licensed-source-high-frequency-existing-SBZR-codes	an;qm;qmou	review_only_existing_codes
CppJieba	新	62626.0	licensed-source-high-frequency-existing-SBZR-codes	xn;xnoe	review_only_existing_codes
CppJieba	想	61904.0	licensed-source-high-frequency-existing-SBZR-codes	wx;xd;xdei	review_only_existing_codes
CppJieba	却	61348.0	licensed-source-high-frequency-existing-SBZR-codes	qt;qtei	review_only_existing_codes
CppJieba	这个	61310.0	licensed-source-high-frequency-existing-SBZR-codes	zege;zzg;zzge	review_only_existing_codes
CppJieba	它	60864.0	licensed-source-high-frequency-existing-SBZR-codes	taoo	review_only_existing_codes
CppJieba	最	60450.0	licensed-source-high-frequency-existing-SBZR-codes	zv;zvia	review_only_existing_codes
CppJieba	什么	59317.0	licensed-source-high-frequency-existing-SBZR-codes	sfme;sm	review_only_existing_codes
CppJieba	见	58965.0	licensed-source-high-frequency-existing-SBZR-codes	xmia	review_only_existing_codes
CppJieba	起	58684.0	licensed-source-high-frequency-existing-SBZR-codes	qi;qiei	review_only_existing_codes
CppJieba	主要	57991.0	licensed-source-high-frequency-existing-SBZR-codes	zuyk	review_only_existing_codes
CppJieba	小	57969.0	licensed-source-high-frequency-existing-SBZR-codes	xc;xciu	review_only_existing_codes
CppJieba	高	57483.0	licensed-source-high-frequency-existing-SBZR-codes	gk;gkoe	review_only_existing_codes
CppJieba	更	56478.0	licensed-source-high-frequency-existing-SBZR-codes	gg;ggei	review_only_existing_codes
CppJieba	如	56065.0	licensed-source-high-frequency-existing-SBZR-codes	ruau	review_only_existing_codes
CppJieba	问题	55563.0	licensed-source-high-frequency-existing-SBZR-codes	wfti	review_only_existing_codes
CppJieba	再	55507.0	licensed-source-high-frequency-existing-SBZR-codes	zl;zlei	review_only_existing_codes
CppJieba	人民代表大会常务委员会	7713.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	全国人民代表大会常务委员会	5988.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	胡秉宸	2643.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	李高成	2407.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	中华人民共和国中央军事委员会	2066.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	万平方米	1977.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	中华人民共和国宪法	1099.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	象是	897.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	杭天醉	871.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	顾秋水	857.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	叶莲子	839.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	贾志杰	771.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	蒋祝平	769.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	傅德辉	768.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	刘子华	768.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	杨桥湖	768.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	焦山河	768.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	珞狮	768.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	高基庙	768.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	吴摩西	689.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	张召重	649.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	公生桥	640.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	王纬宇	640.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	金学曾	614.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	陈文洪	606.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	柴禾	600.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	孙四海	594.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	邵大侠	594.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	赵寄客	592.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	拚命	589.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	杭汉	562.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	徐秋斋	560.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	峨嵋	548.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	余万	547.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	陈贞慧	538.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	吴汝义	533.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	楚雁潮	530.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	赵大明	525.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	范子愚	523.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	贾朝轩	523.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	沙复明	517.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	上海水产大学	516.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	盛华仁	516.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	武当山风景区	515.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	龙大	515.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	玄岳门	514.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	刘郎浦	513.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	教育科学文化卫生委员会	513.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	郭树言	513.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
CppJieba	中华和钟	512.0	licensed-source-high-frequency-but-absent-from-SBZR		review_only_no_code
